Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DC,19.244,18.923,18.851,18.897,18.985,1.617.578,-8.728.874
DA,16.965,17.422,17.932,18.292,18.626,16.376.194,669.439
DA,17.669,17.235,17.165,17.197,17.292,16.429.725,-9.348.531
DA_auto,19.55,19.374,19.707,19.947,20.47,16.494.988,348.664
DA,18.614,18.193,18.179,18.234,18.357,16.512.378,788.065
DA_auto,19.965,19.597,19.759,19.953,20.016,16.583.086,353.467
DA+M:,25.116,24.6,20.716,20.834,19.517,16.595.876,-248.961
DZA,18.71,18.593,18.818,18.948,19.083,166.244,-10.624
DQhot,18.338,18.829,19.189,19.472,19.809,16.699.711,15.224.407
DA,19.727,19.171,19.203,19.202,18.981,16.727.735,-10.720.871
DB,20.171,20.223,20.474,20.432,20.976,16.847.598,1.002.267
DA+M,21.04,20.418,19.935,19.101,18.469,1.689.442,1.199.173
DQ:,19.374,18.83,18.617,18.529,18.587,16.950.846,1.044.473
DA_auto,18.562,18.229,18.461,18.748,18.897,17.068.597,-303.672
DA,17.421,17.849,18.308,18.626,19.007,17.445.818,-9.128.381
DA+M:,16.517,16.535,16.869,17.024,16.948,17.537.893,13.437.879
DA+M:,16.517,16.535,16.869,17.024,16.948,17.537.893,13.437.879
DA:,19.458,19.394,19.458,19.486,19.88,17.552.009,-53.758
DC,18.02,17.721,17.579,17.589,17.777,17.614.604,-10.335.764
DA,18.91,18.557,18.558,18.59,18.732,17.701.619,14.276.639
DA,18.91,18.557,18.558,18.59,18.732,17.701.619,14.276.639
DA,17.281,16.916,16.985,17.037,17.157,17.729.447,14.656.204
DA,17.281,16.916,16.985,17.037,17.157,17.729.447,14.656.204
DA+M,17.788,17.363,17.524,17.701,18.284,17.730.473,-10.336.679
DA_auto,18.876,18.703,18.983,19.246,19.554,17.735.715,-94.008
DA_auto,19.097,18.758,18.964,19.107,19.377,17.752.653,301.991
DA+M,19.066,18.519,17.926,17.095,16.554,17.849.588,15.978
DA_auto,19.612,19.62,19.886,20.218,20.467,18.223.335,-96.626
DA_auto,18.92,18.689,18.968,19.263,19.467,18.243.155,-997.878
DA,19.123,18.764,18.956,19.218,19.23,18.261.258,-10.104.422
DB,19.239,19.278,19.614,19.887,20.125,1.827.745,-844.868
DA,19.634,19.48,19.744,20.052,20.081,18.443.059,-9.013.639
DO,14.529,15.024,15.504,15.863,16.216,18.444.874,474.609
DZA,17.708,17.563,17.77,17.937,18.072,18.495.775,-998.704
DA,18.092,17.686,17.89,18.101,18.39,18.572.358,-9.326.281
DA_auto,19.178,18.722,18.983,19.184,19.413,18.574.567,-1.030.089
DA+M,20.18,19.675,19.68,19.13,18.585,18.695.712,13.473.696
DA_auto,19.463,19.079,19.186,19.452,19.621,18.763.641,-65.288
DA,19.329,19.274,19.558,19.832,20.39,18.889.509,-978.485
DB,18.899,18.998,19.335,19.539,19.794,1.889.799,76.205
DA+M,18.667,18.393,18.64,18.602,18.347,18.948.254,897.254
DA+M,18.667,18.393,18.64,18.602,18.347,18.948.254,897.254
DA+M,20.882,20.294,19.881,18.942,18.259,19.142.135,499.029
DC,19.58,19.144,19.147,19.254,19.318,19.221.343,-9.782.073
DC:,21.669,20.768,20.142,20.172,19.722,19.319.968,-9.883.517
DA,19.464,18.988,19.01,19.142,19.323,19.446.945,-8.765.524
DA,20.148,19.811,20.03,20.343,20.099,19.502.739,-940.579
DB,18.878,18.953,19.217,19.472,19.695,19.698.984,-28.362
DA_auto,19.858,19.468,19.272,19.2,19.225,19.876.334,891.583
DA_auto,19.858,19.468,19.272,19.2,19.225,19.876.334,891.583
DBA,19.309,19.25,19.541,19.804,20.032,20.067.332,-784.934
DA_auto,20.187,19.852,20.111,20.449,20.545,20.101.231,-257.224
DA_auto,20.455,20.003,20.098,20.237,20.22,20.134.465,-230.876
DA,18.448,18.429,18.758,18.979,19.194,20.176.548,1.522.292
DA_auto,19.712,19.259,19.346,19.431,19.698,20.388.683,491.234
DB,16.176,16.329,16.474,16.781,17.05,20.450.875,-181.489
DB,16.176,16.329,16.474,16.781,17.05,20.450.875,-181.489
DA,20.165,19.857,20.024,20.311,20.557,20.527.905,13.390.962
DA_auto,19.105,18.991,19.278,19.604,19.9,2.057.513,1.130.515
DA_auto,17.304,16.841,17.048,17.255,17.464,20.644.507,507.173
DA+M,19.394,18.987,18.994,18.566,18.061,20.748.076,15.714.961
DA_auto,20.776,19.884,19.797,19.733,19.613,20.814.308,25.725
DA,18.579,18.596,18.927,19.211,19.593,20.862.747,1.139.619
DA_auto,19.965,19.491,19.485,19.527,19.692,20.889.332,860.568
DZ,20.547,20.174,20.022,20.089,20.076,2.091.564,13.409.293
DA_auto,20.235,19.627,19.4,19.353,19.386,20.927.655,336.183
DA,17.966,18.278,18.816,19.127,19.464,20.936.541,-8.702.404
DA,20.541,20.069,20.245,20.518,21.015,20.978.594,-8.846.145
DA,19.333,19.163,19.462,19.726,19.936,21.101.067,14.090.936
DA:,20.539,20.126,20.006,20.048,20.132,2.110.892,68.547
DA,18.683,18.839,19.255,19.581,19.865,21.242.588,15.364.686
DA,19.424,19.053,19.202,19.425,19.452,21.264.121,-8.877.473
DA_auto,19.2,19.068,19.419,19.67,19.866,2.135.704,303.278
DA,20.647,20.281,20.501,20.706,21.208,21.368.074,1.445.035
DA,20.647,20.281,20.501,20.706,21.208,21.368.074,1.445.035
DC,20.348,19.906,19.809,19.694,19.715,21.383.482,13.900.997
DA_auto,20.039,19.463,19.526,19.52,19.772,21.398.092,415.565
DA,20.345,19.924,20.018,20.111,20.227,21.525.127,14.679.436
DA,20.345,19.924,20.018,20.111,20.227,21.525.127,14.679.436
DA,19.483,19.5,19.817,20.103,20.292,21.623.647,13.751.772
DA,19.483,19.5,19.817,20.103,20.292,21.623.647,13.751.772
DA,19.416,19.265,19.476,19.704,20.183,21.631.877,15.492.253
DA,18.519,18.053,17.954,18.029,18.023,21.643.497,-8.677.425
DA,20.195,19.888,20.133,20.37,20.433,21.799.778,13.585.063
DA,20.195,19.888,20.133,20.37,20.433,21.799.778,13.585.063
DB,18.705,18.753,18.98,19.129,19.511,21.887.364,13.508.351
DA:,20.544,20.497,20.823,21.198,21.291,2.189.431,14.539.229
DA:,20.544,20.497,20.823,21.198,21.291,2.189.431,14.539.229
DA_auto,20.163,19.757,19.741,19.856,20.187,2.190.211,-101.699
DA_auto,18.967,18.784,19.033,19.318,19.467,219.049,945.053
DA,20.333,19.905,19.949,20.072,20.284,22.037.974,14.600.681
DA,18.188,17.71,17.856,17.92,18.111,22.215.885,15.219.744
DA,20.291,19.854,20.058,20.228,21.127,22.370.088,13.754.051
DA,20.291,19.854,20.058,20.228,21.127,22.370.088,13.754.051
DA_auto,19.768,19.511,19.772,20.062,20.272,22.374.984,569.815
DA,18.562,18.607,18.938,19.331,19.554,22.513.235,-58.853
DA+M,20.731,20.181,20.178,19.606,18.87,2.264.156,-946.888
DA,19.511,19.364,19.671,19.939,20.053,22.654.278,14.744.384
DA,19.511,19.364,19.671,19.939,20.053,22.654.278,14.744.384
DA,20.866,20.323,20.445,20.587,20.897,22.683.511,13.431.061
DA,20.866,20.323,20.445,20.587,20.897,22.683.511,13.431.061
DB,19.261,19.272,19.526,19.647,19.833,22.683.713,15.222.715
DB,19.261,19.272,19.526,19.647,19.833,22.683.713,15.222.715
DA_auto,18.968,18.55,18.814,19.092,19.34,22.689.698,-336.434
DB:,20.433,20.453,20.737,20.985,21.292,22.757.982,14.404.986
DA,18.014,18.23,18.643,18.956,19.304,22.802.673,-9.972.226
DA,18.014,18.23,18.643,18.956,19.304,22.802.673,-9.972.226
DA,20.855,20.298,20.379,20.554,20.821,22.843.999,14.530.273
DA,20.855,20.298,20.379,20.554,20.821,22.843.999,14.530.273
DA_auto,19.768,19.856,20.209,20.559,21.091,22.966.706,534.068
DA,20,19.827,20.103,20.334,20.605,22.968.645,14.564.564
DA,20,19.827,20.103,20.334,20.605,22.968.645,14.564.564
DA,18.54,18.832,19.286,19.562,19.963,23.064.011,14.798.878
DA,18.54,18.832,19.286,19.562,19.963,23.064.011,14.798.878
DA_auto,19.374,18.884,19.18,19.392,19.426,23.092.496,998.315
DA_auto,20.205,19.915,19.831,19.933,19.802,23.095.505,1.134.215
DA,20.47,20.15,20.205,20.327,20.489,23.110.045,13.731.917
DA,20.47,20.15,20.205,20.327,20.489,23.110.045,13.731.917
DA,20.763,20.115,20.407,20.648,21.054,23.116.986,1.019.527
DA_auto,18.964,19.217,19.646,19.925,20.368,23.162.907,799.202
DA,19.501,19.038,18.893,18.831,18.992,23.235.065,13.621.875
DA,19.501,19.038,18.893,18.831,18.992,23.235.065,13.621.875
DA_auto,20.532,20.118,20.015,20.07,20.109,23.244.466,-63.615
DA_auto,19.61,19.298,19.454,19.766,19.777,23.256.611,1.151.395
DA+M:,18.616,18.778,19.498,19.548,19.643,23.369.255,14.416.496
DA+M,20.469,20.203,19.652,18.812,18.284,23.398.141,13.065.862
DA+M,20.469,20.203,19.652,18.812,18.284,23.398.141,13.065.862
DA,20.545,20.313,20.305,20.444,20.382,23.441.213,13.931.534
DA,20.545,20.313,20.305,20.444,20.382,23.441.213,13.931.534
DA,18.485,18.797,19.274,19.57,19.907,2.345.229,280.468
DC,19.499,19.147,19.156,19.267,19.425,23.492.662,-970.812
DA_auto,18.348,18.227,18.536,18.847,19.07,23.492.797,-59.216
DA,19.689,19.225,19.278,19.344,19.624,23.543.245,14.301.161
DA_auto,18.205,18.249,18.643,18.929,19.349,23.653.577,13.874.102
DA,19.731,19.215,19.002,18.922,18.939,23.657.763,-9.295.283
DA,18.612,18.139,18.103,18.27,18.405,23.670.596,-115.065
DA,17.529,17.03,16.94,16.96,16.994,2.388.742,14.765.527
DA,17.529,17.03,16.94,16.96,16.994,2.388.742,14.765.527
DA,17.529,17.03,16.94,16.96,16.994,2.388.742,14.765.527
DA,18.937,18.503,18.713,18.916,19.123,23.940.151,-961.152
DA,18.937,18.503,18.713,18.916,19.123,23.940.151,-961.152
DA_auto,20.462,19.969,19.889,19.918,19.956,24.038.228,-940.249
DA_auto,19.131,19.037,19.284,19.591,19.854,24.188.638,1.472.764
DA_auto,19.972,19.501,19.56,19.757,19.915,24.234.896,494.898
DC:,20.116,20.056,20.096,20.314,20.516,24.297.481,14.698.397
DA+M,20.9,19.838,18.913,18.047,17.589,24.317.002,53.141
DA_auto,20.197,19.6,19.418,19.43,19.404,24.496.125,335.011
DA_auto,19.851,19.338,19.482,19.667,19.765,24.506.348,-332.453
DA_auto,19.906,19.855,20.245,20.415,20.746,24.514.035,267.513
DA_auto,17.392,17.824,18.372,18.754,18.917,24.553.043,1.064.091
DA_auto,19.566,19.118,19.199,19.335,19.512,24.602.404,561.098
DA_auto,19.862,19.551,19.549,19.578,19.545,24.794.597,14.790.732
DA_auto,20.602,20.531,20.728,21.153,21.487,24.811.954,-610.456
DA:,18.367,18.71,19.133,19.456,19.889,24.835.031,13.189.075
DA_auto,20.326,19.886,19.888,19.952,20.05,25.005.317,59.763
DA:+M,21.093,20.194,19.368,18.591,18.093,25.037.506,-212.106
DA_auto,18.756,19.022,19.492,19.8,19.681,25.079.542,13.695.066
DB,18.873,18.95,19.19,19.487,19.698,25.204.159,-1.050.762
DA_auto,20.434,19.937,19.944,19.997,20.064,25.215.554,12.558
DA_auto,19.974,19.491,19.744,19.937,20.14,2.533.971,1.190.936
DA_auto,18.487,18.479,18.825,19.062,19.364,25.392.563,-93.661
DA_auto,20.148,19.762,19.932,20.232,20.34,25.439.187,14.911.053
DA+M,20.544,19.798,19.235,18.3,17.686,25.468.791,-87.821
DA_auto,20.269,19.803,19.799,19.828,19.707,25.487.145,528.904
DA_auto,20.214,19.766,19.829,19.956,20.183,25.521.859,-1.029.362
DA_auto,20.198,19.858,20.1,20.363,20.902,25.534.764,13.209.166
DA_H:+M:,20.785,20.241,20.472,20.706,20.748,25.666.249,14.613.305
DBH,17.653,17.693,18.003,18.198,18.449,25.689.058,13.262.874
DA_auto,19.568,19.527,19.614,19.85,20.058,25.696.253,874.567
DA,19.251,18.832,19.001,19.182,19.44,25.738.647,14.788.133
DA_auto,18.708,18.805,19.225,19.474,19.857,2.583.302,668.277
DA_auto,20.417,19.934,20.14,20.277,20.513,25.911.745,64.365
DA,18.116,17.723,17.647,17.649,17.746,25.926.917,13.170.409
DA,19.07,18.881,19.186,19.466,19.508,26.036.474,14.334.215
DA,19.366,18.922,18.849,18.866,18.93,26.161.199,-1.221.592
DA_auto,19.727,19.22,19.39,19.577,19.791,26.351.435,1.133.142
DA_auto,19.433,18.957,19.069,19.27,19.497,26.356.705,65.202
DA,19.347,18.918,18.962,19.083,19.212,26.475.214,-8.372.689
DA_auto,20.648,20.199,20.314,20.478,22.811,26.500.756,1.137.409
DQ,18.059,17.773,17.648,17.644,17.716,26.583.151,-8.438.011
DA,18.511,18.489,18.818,19.066,19.338,26.658.012,14.744.932
DA_auto,20.181,19.951,20.282,20.45,20.702,26.699.095,482.163
DA:,21.122,20.264,20.314,20.343,20.222,26.835.262,1.233.056
DA_auto,19.671,19.835,20.154,20.299,20.313,26.842.773,874.621
DBA,17.231,17.302,17.537,17.752,18.059,26.844.009,-8.516.563
DA_auto,20.142,19.713,19.868,20.105,20.176,26.850.566,-1.124.861
DA_auto,18.412,18.203,18.453,18.745,19.035,27.198.414,-22.436
DB,17.937,18.03,18.313,18.539,18.834,27.217.297,-8.527.031
DA,19.591,19.349,19.62,19.862,20.16,27.409.779,-827.244
DA_auto,19.264,18.946,19.139,19.392,19.67,27.566.085,-431.354
DA,19.781,19.353,19.203,19.202,19.34,27.849.029,12.955.215
DA+M,19.577,19.171,19.257,18.826,18.296,27.886.747,-8.013.297
DA_auto,20.292,19.701,19.54,19.512,19.515,27.928.374,1.184.355
DBA,18.972,19.039,19.235,19.449,19.633,27.987.754,-9.561.636
DA,19.022,18.834,19.177,19.448,19.769,279.992,549.306
DA_auto,19.983,19.596,19.66,19.795,19.882,28.023.979,103.065
DA_auto,20.821,20.412,20.161,20.141,20.199,28.047.655,-1.140.459
DA_auto,19.576,19.102,19.043,19.137,19.207,28.048.246,-1.243.683
DA,17.814,18.197,18.646,18.96,19.282,28.088.009,-510.362
DC,19.27,18.759,18.523,18.535,18.573,28.089.843,14.608.457
DA+M,18.358,17.937,17.698,16.984,16.234,28.105.785,-969.052
DA,18.794,18.914,19.199,19.434,19.796,28.174.529,-9.093.827
DA_auto,20.122,19.924,20.305,20.527,20.818,28.208.412,-206.115
DA+M,20.339,19.883,19.733,19.067,18.458,28.237.385,34.574
DA,16.949,16.42,16.581,16.751,16.939,28.246.605,1.004.926
DA_auto,20.463,19.98,19.933,20.117,20.403,28.327.759,1.136.743
DA,18.822,18.867,19.273,19.638,19.83,28.357.978,-8.931.795
DBA:,18.927,18.98,19.19,19.402,19.556,28.450.195,-991.501
DA,17.815,17.952,18.376,18.727,18.963,28.618.305,-10.140.609
DQ,19.002,18.666,18.58,18.597,18.72,2.863.996,-679.755
DQ,18.41,17.853,17.649,17.572,17.643,28.673.944,14.052.214
DA:,19.745,20.061,20.434,20.786,20.798,28.690.829,14.403.556
DA,19.382,18.891,18.937,19.007,19.085,28.750.045,-689.422
DC,19.266,18.759,18.584,18.543,18.647,29.017.482,-1.008.149
DB_O:,17.945,18.087,18.385,18.601,18.871,2.912.324,13.295.761
DA_auto,19.355,19.171,19.495,19.688,19.812,29.128.594,-256.341
DA_auto,19.375,18.871,18.997,19.154,19.442,29.241.119,677.101
DA_auto,20.602,20.071,20.069,20.086,20.143,29.263.464,131.589
DA,19.49,19.172,19.365,19.573,19.721,29.280.878,13.115.341
DA,18.911,18.442,18.493,18.616,18.773,29.377.707,-8.229.227
DC:,20.383,20.081,20.008,19.994,20.114,29.382.562,615.934
DA_auto,20.239,19.838,19.679,19.668,19.707,29.450.838,-1.100.256
DA_auto,20.239,19.838,19.679,19.668,19.707,29.450.838,-1.100.256
DA_auto,18.984,18.625,18.813,19.334,19.336,29.504.675,-85
DA,20.862,20.448,20.55,20.706,21.244,29.548.772,13.661.508
DA_auto,19.028,18.833,19.103,19.418,19.652,29.599.895,-586.313
DA,18.395,17.889,17.815,17.77,17.993,29.725.757,12.637.049
DA_auto,19.736,19.509,19.811,20.074,20.081,29.748.271,-161.755
DA,19.627,19.239,19.452,19.676,19.769,29.767.593,13.300.943
DA,19.933,19.413,19.244,19.201,19.187,29.884.825,-847.427
DB,17.397,17.345,17.587,17.729,17.93,29.895.886,13.006.516
DA,17.881,18.292,18.778,19.113,19.528,29.914.467,-904.444
DA_auto,20.137,19.637,19.775,19.942,19.983,29.937.866,-176.401
DZ,18.603,18.484,18.593,18.77,18.895,30.008.394,671.766
DA,20.351,20.089,20.37,20.562,21.125,30.236.092,13.911.934
DZ,17.753,17.589,17.7,17.853,18.087,30.384.326,-65.899
DA,20.666,20.38,20.556,20.684,20.842,30.400.978,142.837
DA:,19.003,19.31,19.825,20.166,20.074,3.049.529,13.397.053
DA,19.819,19.457,19.58,19.823,20.048,30.501.376,13.549.095
DA+M,20.439,20.211,20.35,20.021,19.484,3.054.502,-1.257.037
DA,20.307,19.796,19.857,19.857,19.842,30.614.169,14.190.136
DA,18.856,18.441,18.348,18.364,18.448,30.623.514,-9.282.701
DA_auto,20.526,20.074,19.889,19.898,19.922,30.684.213,547.858
DA,18.124,18.445,18.832,19.089,19.489,30.690.304,12.367.061
DA,19.474,19.437,19.706,19.952,20.111,30.748.386,13.077.538
DA+M,21.342,20.488,20.087,19.134,18.3,30.930.077,-424.388
DA+M,20.337,19.436,18.699,17.639,17.017,3.096.373,673.624
DA+M,20.337,19.436,18.699,17.639,17.017,3.096.373,673.624
DA+M,20.337,19.436,18.699,17.639,17.017,3.096.373,673.624
DA,18.865,18.815,19.061,19.246,19.519,30.989.795,14.024.782
DA_auto,20.487,20.051,19.901,19.836,20.031,31.054.385,-1.084.892
DA,20.1,19.652,19.699,19.735,19.868,31.055.754,13.869.823
DA,20.033,19.583,19.696,19.935,19.962,31.086.016,12.603.437
DA_auto,18.972,18.553,18.773,19.018,19.252,31.234.343,-1.079.505
DB,18.513,18.519,18.752,18.932,19.153,31.364.521,1.459.829
DZA+M,22.544,19.44,18.141,17.336,16.798,31.408.847,976.487
DZA+M,22.544,19.44,18.141,17.336,16.798,31.408.847,976.487
DZA+M,22.544,19.44,18.141,17.336,16.798,31.408.847,976.487
DA+M,19.695,19.204,19.182,18.809,18.262,31.549.131,13.402.434
DA+M,21.41,20.894,20.649,19.923,19.224,31.549.857,-827.546
DA_auto,19.666,19.236,19.383,19.603,19.922,31.575.862,-1.075.817
DA,19.149,19.101,19.498,19.676,19.651,31.597.273,-8.984.021
DA,18.72,18.222,18.079,18.068,18.066,31.611.849,-952.959
DA,18.72,18.222,18.079,18.068,18.066,31.611.849,-952.959
DA_auto,20.21,20.005,20.243,20.523,20.772,31.646.712,-792.699
DA,19.742,19.37,19.503,19.721,20.008,31.648.883,13.581.926
DA,20.059,19.591,19.496,19.477,19.506,31.698.629,13.670.365
DA_auto,19.369,19.009,18.983,19.085,19.206,31.714.007,-952.084
DA,19.68,19.316,19.183,19.23,19.284,31.819.975,13.795.662
DA,20.659,20.225,20.263,20.401,20.61,31.944.085,12.174.344
DA+M,18.056,17.641,18.295,18.181,18.217,32.026.759,30.939
DA+M,18.056,17.641,18.295,18.181,18.217,32.026.759,30.939
DA_auto,17.34,16.966,17.218,17.45,17.692,32.215.345,892.304
DQ,19.629,19.294,19.168,19.146,19.277,32.275.347,14.422.424
DA_auto,20.202,19.884,19.871,19.978,20.182,32.288.081,-1.130.344
DA,18.337,18.401,18.787,19.127,19.425,32.365.406,839.176
DA,18.337,18.401,18.787,19.127,19.425,32.365.406,839.176
DA_auto,19.65,19.275,19.265,19.33,19.45,32.433.586,-476.473
DA,18.667,18.24,18.263,18.389,18.578,32.469.931,-11.224
DA,18.667,18.24,18.263,18.389,18.578,32.469.931,-11.224
DA,19.793,19.365,19.441,19.535,19.571,32.489.235,13.354.152
DA,17.093,16.886,17.226,17.473,17.732,32.619.625,12.721.935
DA,20.235,19.859,19.994,20.157,20.589,32.628.401,13.598.071
DA,18.865,18.767,19.025,19.294,19.526,32.650.955,-8.930.538
DA,19.393,19.244,19.539,19.817,19.856,32.695.456,-9.975.955
DA+M,19.554,19.31,19.474,20.535,19.694,32.744.217,-9.036.404
DA,19.668,19.869,20.275,20.54,21.069,32.751.479,725.628
DA,18.956,18.549,18.824,19.003,19.294,32.760.437,-9.896.717
DA_auto,19.211,19.02,19.299,19.623,20.031,32.760.766,-2.915
DA_auto,20.081,19.541,19.34,19.323,19.241,32.769.221,1.104.335
DA,19.453,19.024,19.029,19.155,19.206,32.811.012,-9.838.828
DAH,18.688,18.524,18.529,18.679,18.802,32.818.212,52.451
DA_auto,19.448,18.98,19.084,19.182,19.48,32.894.489,-7.215
DA_auto,20.26,19.907,19.984,20.104,20.312,32.935.337,21.068
DA,18.235,18.277,18.593,18.922,18.973,32.945.349,14.066.156
DA:,20.743,20.253,20.306,20.529,20.741,33.125.013,12.432.555
DA+M,19.673,19.211,18.883,17.954,17.197,33.164.419,315.818
DA+M,19.673,19.211,18.883,17.954,17.197,33.164.419,315.818
DA+M,20.517,20.203,20.229,19.804,19.117,33.263.723,14.042.462
DA:+M,21.394,20.332,19.613,18.44,17.777,33.288.306,-840.388
DA:+M,21.394,20.332,19.613,18.44,17.777,33.288.306,-840.388
DA_auto,18.575,18.118,18.271,18.423,18.664,33.361.504,184.353
DA_auto,19.84,19.465,19.563,19.729,19.954,33.366.958,138.315
DA,20.273,19.922,20.129,20.316,20.132,33.398.181,13.956.645
DA,19.607,19.246,19.264,19.383,19.554,33.498.029,-8.590.352
DA,18.311,17.921,18.041,18.197,18.419,33.528.253,-8.388.464
DA+M,20.358,19.692,18.942,17.993,17.384,33.547.317,1.259.255
DA,20.7,20.143,20.271,20.512,20.605,3.365.016,-9.215.692
DA+M,21.038,20.602,20.522,19.69,18.882,33.769.759,-795.234
DA,19.928,19.427,19.474,19.645,19.711,33.804.142,221.636
DA,19.928,19.427,19.474,19.645,19.711,33.804.142,221.636
DA,19.928,19.427,19.474,19.645,19.711,33.804.142,221.636
DA,19.701,19.439,19.654,19.796,19.759,33.809.009,13.603.462
DA,17.85,17.778,18.138,18.429,18.683,33.821.302,244.581
DA+M,19.571,19.525,19.438,19,18.642,33.894.935,14.312.985
DC,19.523,19.105,19.091,19.175,19.209,33.945.655,-7.540.782
DA,19.563,19.099,19.175,19.361,19.427,3.396.826,-9.422.057
DA_auto,18.918,18.65,18.923,19.336,19.511,33.974.954,-264.024
DB,18.407,18.527,18.769,19.051,19.225,3.405.906,-219.245
DA:,19.9,19.844,20.15,20.365,20.652,34.101.264,-8.711.076
DA,19.554,19.143,19.009,19.072,19.186,34.189.905,-7.929.751
WD+M:,18.975,19.319,19.658,19.437,19.271,34.211.105,-932.116
DA_auto,21.193,20.635,20.529,20.563,20.588,34.218.063,361.735
DA_auto,21.193,20.635,20.529,20.563,20.588,34.218.063,361.735
DA+M,19.031,18.033,16.913,16.11,15.615,34.359.473,-554.991
DA+M,19.296,18.479,17.438,16.56,16.051,34.426.862,895.218
DA,17.896,17.544,17.748,18.004,18.265,34.434.622,973.334
DA,19.707,19.207,19.431,19.604,19.702,34.441.586,-9.664.936
DA,20.265,19.893,20.056,20.319,20.301,34.451.261,-9.708.448
DA+M,20.653,20.056,19.636,18.549,17.872,34.496.181,754.897
DA,20.372,20.205,20.596,20.673,20.886,34.558.577,218.807
DA,20.372,20.205,20.596,20.673,20.886,34.558.577,218.807
DA,20.372,20.205,20.596,20.673,20.886,34.558.577,218.807
DA,20.372,20.205,20.596,20.673,20.886,34.558.577,218.807
DA,20.372,20.205,20.596,20.673,20.886,34.558.577,218.807
DZ,17.502,17.318,17.393,17.565,17.844,34.652.887,-9.329.133
DA_auto,17.835,17.668,17.978,18.257,18.594,34.657.346,559.485
DA+M,20.216,19.673,19.181,18.271,17.672,34.708.257,960.907
DA+M,20.841,20.119,20.115,19.875,19.17,3.473.031,1.182.312
DA+M,20.841,20.119,20.115,19.875,19.17,3.473.031,1.182.312
DA+M,20.841,20.119,20.115,19.875,19.17,3.473.031,1.182.312
DA+M,19.396,19.25,18.925,18.073,17.532,34.765.302,-292.755
DA,19.539,19.224,19.46,19.751,19.97,34.779.227,-334.017
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
DA,20.165,19.79,19.816,19.862,20.037,34.836.816,-75.555
WD:+M,21.426,20.895,20.113,18.689,17.908,3.491.774,535.526
DA:,21.246,20.603,20.255,20.17,20.335,34.934.532,-619.459
DA:,21.246,20.603,20.255,20.17,20.335,34.934.532,-619.459
DA,16.488,16.372,16.681,17.006,17.23,34.969.076,-380.302
DA,18.123,17.631,17.658,17.791,17.892,35.056.286,-8.129.092
DA_auto,19.915,19.408,19.293,19.247,19.37,35.150.482,210.551
DA,19.546,19.166,19.233,19.335,19.566,35.163.278,-567.079
DA,19.546,19.166,19.233,19.335,19.566,35.163.278,-567.079
DA,19.546,19.166,19.233,19.335,19.566,35.163.278,-567.079
DA,19.546,19.166,19.233,19.335,19.566,35.163.278,-567.079
DA,19.546,19.166,19.233,19.335,19.566,35.163.278,-567.079
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,20.752,20.285,20.239,20.27,20.274,35.222.974,-9.923
DA,19.089,18.632,18.756,18.86,19.103,35.286.196,823.491
DA,19.089,18.632,18.756,18.86,19.103,35.286.196,823.491
